date,fused_signal,signal_clipped,price,forward_return,realized_vol,confidence,llm_signal,llm_confidence,llm_tone,llm_summary,llm_action,deterministic_signal,deterministic_regime,deterministic_confidence,comp_momentum,comp_trend,comp_volume,comp_risk,comp_rs,position,position_prev,turnover,tc_cost,strategy_return,buy_hold_return
2022-12-23,-0.3538125,-0.3538125,123.15,0.00024360535931799987,0.6380788702545063,0.7382737270772333,-0.45,0.65,bearish,"The stock exhibits strong bearish momentum across all timeframes, with price below both MA50 and MA200 confirming a downtrend. Volume indicators (OBV and Accumulation-Distribution) show selling pressure, though the extremely oversold RSI suggests potential for a short-term bounce. High volatility regime reduces confidence in trend continuation.",short,-0.21547454154466533,downtrend_high_vol,0.5029160895406328,"{'score': np.float64(-0.7778435934951513), 'components': {'momentum_returns': np.float64(-0.9999999999999999), 'macd_signal': np.float64(-0.6642179674757568), 'rsi_moderation': 0.0}, 'interpretation': 'Strong bearish momentum'}","{'score': np.float64(-0.9613755264386826), 'components': {'ma_structure': -1.0, 'price_structure': -0.8, 'adx_multiplier': np.float64(0.8708111652524299), 'cross_boost': 0.0}, 'interpretation': 'Strong downtrend (strong ADX=34.8)'}","{'score': 0.30000000000000004, 'components': {'obv': 0.0, 'accumulation_distribution': 0.0, 'volume_spike': 1.0, 'confirmation_bonus': 0.1}, 'interpretation': 'Weak volume or divergence'}","{'score': np.float64(0.075), 'components': {'sharpe': np.float64(0.0), 'sortino': np.float64(0.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 0.6}, 'interpretation': 'Unfavorable risk profile'}","{'score': -1.0, 'components': {'relative_performance': np.float64(-0.9818173715389479), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(-0.06959116326792035)}, 'interpretation': 'Strong underperformance vs S&P 500'}",-0.3538125,-0.3538125,0.0,0.0,-8.619062119369982e-05,0.00024360535931799987
2022-12-30,-0.3538125,-0.3538125,123.18,-0.08215619418736808,0.6877027432776024,0.738749272080208,-0.45,0.65,bearish,"The stock exhibits strong bearish momentum across all timeframes with price below both MA50 and MA200, confirmed by declining volume trends. Despite being oversold, the high volatility regime and lack of reversal signals suggest continued downward pressure over the 1-week horizon.",short,-0.22498544160416,downtrend_high_vol,0.46924490456145607,"{'score': np.float64(-0.777183771834543), 'components': {'momentum_returns': np.float64(-0.9999999999999999), 'macd_signal': np.float64(-0.6359188591727154), 'rsi_moderation': 0.0}, 'interpretation': 'Strong bearish momentum'}","{'score': -1.0, 'components': {'ma_structure': -1.0, 'price_structure': -0.8, 'adx_multiplier': np.float64(1.0), 'cross_boost': 0.0}, 'interpretation': 'Strong downtrend (strong ADX=41.5)'}","{'score': 0.24, 'components': {'obv': 0.0, 'accumulation_distribution': 0.0, 'volume_spike': 0.7, 'confirmation_bonus': 0.1}, 'interpretation': 'Weak volume or divergence'}","{'score': np.float64(0.075), 'components': {'sharpe': np.float64(0.0), 'sortino': np.float64(0.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 0.6}, 'interpretation': 'Unfavorable risk profile'}","{'score': -1.0, 'components': {'relative_performance': np.float64(-0.9918614830449562), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(-0.0768975119051541)}, 'interpretation': 'Strong underperformance vs S&P 500'}",-0.3538125,-0.3538125,0.0,0.0,0.029067888455918168,-0.08215619418736808
2023-01-06,-0.3538125,-0.3538125,113.06,0.08261100300725288,0.7168619806785785,0.7384224926463469,-0.45,0.65,bearish,"The stock exhibits strong negative momentum across all timeframes (1m to 12m) with price below both MA50 and MA200, confirming a downtrend. High volatility regime and lack of volume confirmation via declining OBV/Accumulation-Distribution reduce confidence in the magnitude of further downside over the 1-week horizon.",short,-0.21844985292693578,downtrend_high_vol,0.46695744852442755,"{'score': np.float64(-0.696122206845715), 'components': {'momentum_returns': np.float64(-0.9999999999999999), 'macd_signal': np.float64(-0.23061103422857554), 'rsi_moderation': 0.0}, 'interpretation': 'Strong bearish momentum'}","{'score': -1.0, 'components': {'ma_structure': -1.0, 'price_structure': -0.8, 'adx_multiplier': np.float64(1.0), 'cross_boost': 0.0}, 'interpretation': 'Strong downtrend (strong ADX=45.2)'}","{'score': 0.24, 'components': {'obv': 0.0, 'accumulation_distribution': 0.0, 'volume_spike': 0.7, 'confirmation_bonus': 0.1}, 'interpretation': 'Weak volume or divergence'}","{'score': np.float64(0.075), 'components': {'sharpe': np.float64(0.0), 'sortino': np.float64(0.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 0.6}, 'interpretation': 'Unfavorable risk profile'}","{'score': -1.0, 'components': {'relative_performance': np.float64(-1.0), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(-0.09171162692568521)}, 'interpretation': 'Strong underperformance vs S&P 500'}",-0.3538125,-0.3538125,0.0,0.0,-0.029228805501503658,0.08261100300725288
2023-01-13,-0.3538125,-0.3538125,122.4,0.090032679738562,0.7242615676158664,0.7366183678552499,-0.45,0.65,bearish,"The stock exhibits strong bearish momentum across all timeframes with price below both MA50 and MA200, confirming a sustained downtrend. While MACD shows a recent bullish crossover, this occurs in oversold territory and lacks volume confirmation, suggesting limited upside potential. High volatility and weak relative performance further support a cautious bearish outlook for the 1-week horizon.",short,-0.1823673571049985,downtrend_high_vol,0.49832857498674954,"{'score': np.float64(-0.5419207082790511), 'components': {'momentum_returns': np.float64(-0.9999999999999999), 'macd_signal': np.float64(0.5403964586047436), 'rsi_moderation': 0.0}, 'interpretation': 'Strong bearish momentum'}","{'score': -1.0, 'components': {'ma_structure': -1.0, 'price_structure': -0.8, 'adx_multiplier': np.float64(1.0), 'cross_boost': 0.0}, 'interpretation': 'Strong downtrend (strong ADX=44.9)'}","{'score': 0.46, 'components': {'obv': 0.5, 'accumulation_distribution': 0.5, 'volume_spike': 0.3, 'confirmation_bonus': 0.0}, 'interpretation': 'Neutral volume'}","{'score': np.float64(0.075), 'components': {'sharpe': np.float64(0.0), 'sortino': np.float64(0.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 0.6}, 'interpretation': 'Unfavorable risk profile'}","{'score': -1.0, 'components': {'relative_performance': np.float64(-1.0), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(-0.08536350732530741)}, 'interpretation': 'Strong underperformance vs S&P 500'}",-0.3538125,-0.3538125,0.0,0.0,-0.031854687499999965,0.090032679738562
2023-01-20,-0.3538125,-0.3538125,133.42,0.3333833008544447,0.7217548396456338,0.55,-0.45,0.55,bearish,"The stock exhibits strong bearish momentum across all timeframes with price below both MA50 and MA200, though the MACD histogram is positive suggesting some near-term stabilization. High volatility reduces confidence in any reversal, but volume indicators show accumulation which provides some support.",short,-0.1138166986122317,downtrend_high_vol,0.5823358445142811,"{'score': np.float64(-0.49048811303687534), 'components': {'momentum_returns': np.float64(-0.9999999999999999), 'macd_signal': np.float64(0.7975594348156227), 'rsi_moderation': 0.0}, 'interpretation': 'Moderate bearish momentum'}","{'score': -1.0, 'components': {'ma_structure': -1.0, 'price_structure': -0.8, 'adx_multiplier': np.float64(0.986926003150464), 'cross_boost': 0.0}, 'interpretation': 'Strong downtrend (strong ADX=39.5)'}","{'score': 1.0, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.3, 'confirmation_bonus': 0.2}, 'interpretation': 'Strong volume confirmation'}","{'score': np.float64(0.075), 'components': {'sharpe': np.float64(0.0), 'sortino': np.float64(0.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 0.6}, 'interpretation': 'Unfavorable risk profile'}","{'score': np.float64(-0.8817878046257419), 'components': {'relative_performance': np.float64(-0.9980008036025829), 'trend_bonus': 0.2, 'capture_ratio_score': np.float64(-0.08378700102315899)}, 'interpretation': 'Strong underperformance vs S&P 500'}",-0.3538125,-0.3538125,0.0,0.0,-0.1179551791335632,0.3333833008544447
2023-01-27,0.0,0.0,177.9,0.06790331646992676,0.7867632019610151,0.21,0.0,0.3,neutral,"Mixed technical signals create uncertainty for a 1-week horizon. Strong short-term momentum and volume accumulation are countered by longer-term downtrends, high volatility, and conflicting trend indicators.",hold,-0.0944292794578358,choppy_high_vol,0.5255502478102426,"{'score': np.float64(-0.05694109320556756), 'components': {'momentum_returns': np.float64(-0.395293989547027), 'macd_signal': np.float64(1.0), 'rsi_moderation': 0.0}, 'interpretation': 'Neutral momentum'}","{'score': np.float64(-0.5672161081855035), 'components': {'ma_structure': -0.5, 'price_structure': -0.8, 'adx_multiplier': np.float64(0.7623872421848163), 'cross_boost': 0.0}, 'interpretation': 'Strong downtrend (strong ADX=30.5)'}","{'score': 1.0, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.7, 'confirmation_bonus': 0.2}, 'interpretation': 'Strong volume confirmation'}","{'score': np.float64(0.08023224321172248), 'components': {'sharpe': np.float64(0.017440810705741605), 'sortino': np.float64(0.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 0.6}, 'interpretation': 'Unfavorable risk profile'}","{'score': -1.0, 'components': {'relative_performance': np.float64(-0.9692883649091132), 'trend_bonus': 0.0, 'capture_ratio_score': np.float64(-0.06119185549675373)}, 'interpretation': 'Strong underperformance vs S&P 500'}",0.0,-0.3538125,0.3538125,0.00017690624999999998,-0.00017690624999999998,0.06790331646992676
2023-02-03,0.28305,0.28305,189.98,0.03637224971049591,0.8026555186709439,0.42,0.45,0.6,bullish,"Strong short-term momentum with positive trend signals and volume confirmation, but high volatility and overbought RSI reduce confidence for the 1-week horizon. The stock shows recent strength with price above MA50 and positive MACD histogram, supported by rising volume trends.",long,-0.05346406166713368,choppy_high_vol,0.5362124215834968,"{'score': np.float64(-0.011836596672643446), 'components': {'momentum_returns': np.float64(-0.3259024564194515), 'macd_signal': np.float64(1.0), 'rsi_moderation': 0.0}, 'interpretation': 'Neutral momentum'}","{'score': np.float64(-0.24990427819186845), 'components': {'ma_structure': -0.5, 'price_structure': 0.0, 'adx_multiplier': np.float64(0.8330142606395615), 'cross_boost': 0.0}, 'interpretation': 'Moderate downtrend (strong ADX=33.3)'}","{'score': 1.0, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.7, 'confirmation_bonus': 0.2}, 'interpretation': 'Strong volume confirmation'}","{'score': np.float64(0.1013451210413974), 'components': {'sharpe': np.float64(0.08781707013799134), 'sortino': np.float64(0.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 0.6}, 'interpretation': 'Unfavorable risk profile'}","{'score': np.float64(-0.9737024311954426), 'components': {'relative_performance': np.float64(-0.9314432843511173), 'trend_bonus': 0.0, 'capture_ratio_score': np.float64(-0.042259146844325336)}, 'interpretation': 'Strong underperformance vs S&P 500'}",0.28305,0.0,0.28305,0.000141525,0.010153640280555867,0.03637224971049591
2023-02-10,0.3538125,0.3538125,196.89,0.058001930011681635,0.7882814174462769,0.6,0.45,0.6,bullish,"Strong short-term momentum with price above MA50 and MACD histogram positive, supported by volume confirmation. However, high volatility regime and overbought RSI limit conviction for the 1-week horizon.",long,0.0813295737209821,choppy_high_vol,0.4659653508023437,"{'score': np.float64(0.3184307715563128), 'components': {'momentum_returns': np.float64(0.20527811008663505), 'macd_signal': np.float64(1.0), 'rsi_moderation': -0.15}, 'interpretation': 'Moderate bullish momentum'}","{'score': np.float64(0.019553761884951518), 'components': {'ma_structure': -0.5, 'price_structure': 0.8, 'adx_multiplier': np.float64(0.9776880942475723), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (strong ADX=39.1)'}","{'score': 1.0, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.7, 'confirmation_bonus': 0.2}, 'interpretation': 'Strong volume confirmation'}","{'score': np.float64(0.12649856054309347), 'components': {'sharpe': np.float64(0.13998178965996788), 'sortino': np.float64(0.04752011822551555), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 0.6}, 'interpretation': 'Unfavorable risk profile'}","{'score': np.float64(-0.36601668927666553), 'components': {'relative_performance': np.float64(-0.33788139237125), 'trend_bonus': 0.0, 'capture_ratio_score': np.float64(-0.028135296905415566)}, 'interpretation': 'Moderate underperformance vs S&P 500'}",0.3538125,0.28305,0.07076249999999995,3.5381249999999976e-05,0.020486426612258107,0.058001930011681635
2023-02-17,0.3538125,0.3538125,208.31,-0.0548701454562911,0.7929216588587127,0.55,0.45,0.55,bullish,"Strong short-term momentum with positive trend alignment and volume confirmation, though tempered by high volatility and conflicting longer-term signals. Price is above MA50 in an uptrend with MACD histogram positive, but below MA200 indicates longer-term weakness.",long,0.04592990397948676,choppy_high_vol,0.4415754663928204,"{'score': np.float64(0.15021412367611203), 'components': {'momentum_returns': np.float64(0.1098050994091097), 'macd_signal': np.float64(0.39420404530095365), 'rsi_moderation': 0.0}, 'interpretation': 'Neutral momentum'}","{'score': np.float64(0.019202102712340484), 'components': {'ma_structure': -0.5, 'price_structure': 0.8, 'adx_multiplier': np.float64(0.9601051356170206), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (strong ADX=38.4)'}","{'score': 0.9400000000000001, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.7, 'confirmation_bonus': 0.0}, 'interpretation': 'Strong volume confirmation'}","{'score': np.float64(0.12031863485699609), 'components': {'sharpe': np.float64(0.12827589033041942), 'sortino': np.float64(0.03417933878935131), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 0.6}, 'interpretation': 'Unfavorable risk profile'}","{'score': np.float64(-0.4194444330927932), 'components': {'relative_performance': np.float64(-0.38454884837146047), 'trend_bonus': 0.0, 'capture_ratio_score': np.float64(-0.03489558472133274)}, 'interpretation': 'Moderate underperformance vs S&P 500'}",0.3538125,0.3538125,0.0,0.0,-0.019413743339253994,-0.0548701454562911
2023-02-24,0.3538125,0.3538125,196.88,0.004622104835432683,0.7878542857941025,0.6,0.45,0.6,bullish,"Strong short-term momentum with price above MA50 in an uptrend, supported by positive volume accumulation. However, high volatility and mixed longer-term signals warrant moderate confidence for the 1-week horizon.",long,0.12225689791800663,choppy_high_vol,0.5802899142713023,"{'score': np.float64(0.2458682452357368), 'components': {'momentum_returns': np.float64(0.44758073350944544), 'macd_signal': np.float64(-0.2002961577270138), 'rsi_moderation': 0.0}, 'interpretation': 'Moderate bullish momentum'}","{'score': np.float64(0.017616004253932987), 'components': {'ma_structure': -0.5, 'price_structure': 0.8, 'adx_multiplier': np.float64(0.8808002126966461), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (strong ADX=35.2)'}","{'score': 1.0, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.1, 'confirmation_bonus': 0.2}, 'interpretation': 'Strong volume confirmation'}","{'score': np.float64(0.14944807460809828), 'components': {'sharpe': np.float64(0.1848358714089554), 'sortino': np.float64(0.09498656592705823), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 0.6}, 'interpretation': 'Unfavorable risk profile'}","{'score': np.float64(0.05012967634764853), 'components': {'relative_performance': np.float64(0.07649509171086782), 'trend_bonus': 0.0, 'capture_ratio_score': np.float64(-0.026365415363219295)}, 'interpretation': 'In-line with S&P 500'}",0.3538125,0.3538125,0.0,0.0,0.001635358467086526,0.004622104835432683
2023-03-03,0.0,0.0,197.79,-0.12311036958390209,0.7788584874475379,0.21,0.0,0.3,neutral,Mixed technical signals with conflicting momentum and trend indicators in a high volatility regime. Positive short-term momentum and volume accumulation are offset by bearish MACD divergence and price below key long-term moving averages.,hold,0.046141932736200694,choppy_high_vol,0.41364967645767026,"{'score': np.float64(-0.017352821616274314), 'components': {'momentum_returns': np.float64(0.14388802199967343), 'macd_signal': np.float64(-0.5544001795803102), 'rsi_moderation': 0.0}, 'interpretation': 'Neutral momentum'}","{'score': np.float64(0.015462925451999955), 'components': {'ma_structure': -0.5, 'price_structure': 0.8, 'adx_multiplier': np.float64(0.7731462725999949), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (strong ADX=30.9)'}","{'score': 1.0, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.3, 'confirmation_bonus': 0.2}, 'interpretation': 'Strong volume confirmation'}","{'score': np.float64(0.12188382702667289), 'components': {'sharpe': np.float64(0.13096712736772764), 'sortino': np.float64(0.03796844408177302), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 0.6}, 'interpretation': 'Unfavorable risk profile'}","{'score': np.float64(-0.3368203461565317), 'components': {'relative_performance': np.float64(-0.299864416152828), 'trend_bonus': 0.0, 'capture_ratio_score': np.float64(-0.03695593000370374)}, 'interpretation': 'Moderate underperformance vs S&P 500'}",0.0,0.3538125,0.3538125,0.00017690624999999998,-0.00017690624999999998,-0.12311036958390209
2023-03-10,-0.2751875,-0.2751875,173.44,0.03857241697416969,0.7777395195146279,0.5357335657041105,-0.35,0.45,bearish,"The stock shows weak momentum with negative 1-month and 3-month returns, bearish trend signals including price below MA200 and negative MACD histogram, and a high volatility regime that reduces confidence. While volume accumulation is positive, the overall technical picture suggests continued weakness over the 1-week horizon.",short,-0.06467131408220865,downtrend_high_vol,0.3646349599287731,"{'score': np.float64(-0.6230797231001016), 'components': {'momentum_returns': np.float64(-0.650891881692464), 'macd_signal': np.float64(-1.0), 'rsi_moderation': 0.0}, 'interpretation': 'Strong bearish momentum'}","{'score': np.float64(0.012059086108650594), 'components': {'ma_structure': -0.5, 'price_structure': 0.8, 'adx_multiplier': np.float64(0.6029543054325275), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (moderate ADX=24.1)'}","{'score': 0.6600000000000001, 'components': {'obv': 0.5, 'accumulation_distribution': 1.0, 'volume_spike': 0.3, 'confirmation_bonus': 0.0}, 'interpretation': 'Good volume confirmation'}","{'score': np.float64(0.10868007528042907), 'components': {'sharpe': np.float64(0.10592486104863491), 'sortino': np.float64(0.009513084829192997), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 0.6}, 'interpretation': 'Unfavorable risk profile'}","{'score': np.float64(-0.5701052188997535), 'components': {'relative_performance': np.float64(-0.5237646922046503), 'trend_bonus': 0.0, 'capture_ratio_score': np.float64(-0.04634052669510319)}, 'interpretation': 'Strong underperformance vs S&P 500'}",-0.2751875,0.0,0.2751875,0.00013759375,-0.01075224074607932,0.03857241697416969
2023-03-17,-0.2751875,-0.2751875,180.13,0.057069893965469465,0.7664968386088847,0.5365916510383116,-0.35,0.45,bearish,"The stock shows weak short-term momentum with a -12% 1-month return, bearish MACD configuration, and negative volume confirmation via declining OBV. Despite being above MA50, it remains below MA200 in a high volatility regime that reduces confidence in any reversal signals.",short,-0.08183302076623293,downtrend_high_vol,0.2426415572681815,"{'score': np.float64(-0.30051507660311777), 'components': {'momentum_returns': np.float64(-0.27418822248035646), 'macd_signal': np.float64(-0.6114636599544303), 'rsi_moderation': 0.0}, 'interpretation': 'Moderate bearish momentum'}","{'score': np.float64(0.010539604765530435), 'components': {'ma_structure': -0.5, 'price_structure': 0.8, 'adx_multiplier': np.float64(0.5269802382765199), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (moderate ADX=21.1)'}","{'score': 0.020000000000000018, 'components': {'obv': 0.0, 'accumulation_distribution': 0.5, 'volume_spike': 0.1, 'confirmation_bonus': -0.2}, 'interpretation': 'Weak volume or divergence'}","{'score': np.float64(0.13141656305032756), 'components': {'sharpe': np.float64(0.14933350320217853), 'sortino': np.float64(0.05808256044837001), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 0.6}, 'interpretation': 'Unfavorable risk profile'}","{'score': np.float64(-0.0515954416169152), 'components': {'relative_performance': np.float64(-0.017245617509699523), 'trend_bonus': 0.0, 'capture_ratio_score': np.float64(-0.034349824107215675)}, 'interpretation': 'In-line with S&P 500'}",-0.2751875,-0.2751875,0.0,0.0,-0.015704921445622626,0.057069893965469465
2023-03-24,0.0,0.0,190.41,0.08954361640670139,0.7586374166774511,0.21,0.0,0.3,neutral,"Mixed technical signals with conflicting momentum indicators and flat volume trends in a high volatility regime. Price is above MA50 but below MA200, with MACD showing a bullish cross but weak histogram strength.",hold,-0.013386790718809107,choppy_high_vol,0.2216853767515832,"{'score': np.float64(-0.00608949369406837), 'components': {'momentum_returns': np.float64(-0.013014602412158835), 'macd_signal': np.float64(0.011849989369174363), 'rsi_moderation': 0.0}, 'interpretation': 'Neutral momentum'}","{'score': np.float64(-0.09021868652261056), 'components': {'ma_structure': -0.5, 'price_structure': 0.0, 'adx_multiplier': np.float64(0.42961279296481225), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=17.2)'}","{'score': 0.46, 'components': {'obv': 0.5, 'accumulation_distribution': 0.5, 'volume_spike': 0.3, 'confirmation_bonus': 0.0}, 'interpretation': 'Neutral volume'}","{'score': np.float64(0.09399650931267592), 'components': {'sharpe': np.float64(0.06332169770891977), 'sortino': np.float64(0.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 0.6}, 'interpretation': 'Unfavorable risk profile'}","{'score': np.float64(0.03394224390103553), 'components': {'relative_performance': np.float64(0.07628721059091653), 'trend_bonus': 0.0, 'capture_ratio_score': np.float64(-0.042344966689881004)}, 'interpretation': 'In-line with S&P 500'}",0.0,-0.2751875,0.2751875,0.00013759375,-0.00013759375,0.08954361640670139
2023-03-31,0.0,0.0,207.46,-0.10797262122818863,0.6821915402365174,0.21,0.0,0.3,neutral,"Mixed technical signals with conflicting momentum and trend indicators in a high volatility regime. Short-term momentum is negative while medium-term momentum is positive, and price is above MA50 but below MA200, creating uncertainty for the 1-week horizon.",hold,0.005673109658864621,choppy_high_vol,0.21098558838060263,"{'score': np.float64(0.021680456626712297), 'components': {'momentum_returns': np.float64(-0.004257191216124501), 'macd_signal': np.float64(0.1222381545859661), 'rsi_moderation': 0.0}, 'interpretation': 'Neutral momentum'}","{'score': np.float64(-0.1534615448525317), 'components': {'ma_structure': -0.5, 'price_structure': -0.8, 'adx_multiplier': np.float64(0.3535980296141283), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=14.1)'}","{'score': 0.6200000000000001, 'components': {'obv': 1.0, 'accumulation_distribution': 0.5, 'volume_spike': 0.1, 'confirmation_bonus': 0.0}, 'interpretation': 'Good volume confirmation'}","{'score': np.float64(0.08072841299079542), 'components': {'sharpe': np.float64(0.019094709969318058), 'sortino': np.float64(0.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 0.6}, 'interpretation': 'Unfavorable risk profile'}","{'score': np.float64(0.004274476857704317), 'components': {'relative_performance': np.float64(0.05727975829252335), 'trend_bonus': 0.0, 'capture_ratio_score': np.float64(-0.053005281434819036)}, 'interpretation': 'In-line with S&P 500'}",0.0,0.0,0.0,0.0,-0.0,-0.10797262122818863
2023-04-07,-0.22015,-0.22015,185.06,-0.0003242191721604115,0.6424597221671773,0.315,-0.35,0.45,bearish,"The stock exhibits mixed signals with bearish momentum and trend characteristics, but volume indicators show some accumulation. High volatility regime reduces confidence in directional moves over the 1-week horizon.",short,0.08680692650534591,choppy_high_vol,0.3153824242768711,"{'score': np.float64(0.10220343997187065), 'components': {'momentum_returns': np.float64(0.19784961787668204), 'macd_signal': np.float64(-0.13199405823986332), 'rsi_moderation': 0.0}, 'interpretation': 'Neutral momentum'}","{'score': np.float64(-0.2116180638828211), 'components': {'ma_structure': -1.0, 'price_structure': -0.8, 'adx_multiplier': np.float64(0.3285994780789147), 'cross_boost': 0.0}, 'interpretation': 'Moderate downtrend (weak ADX=13.1)'}","{'score': 1.0, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.3, 'confirmation_bonus': 0.2}, 'interpretation': 'Strong volume confirmation'}","{'score': np.float64(0.075), 'components': {'sharpe': np.float64(0.0), 'sortino': np.float64(0.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 0.6}, 'interpretation': 'Unfavorable risk profile'}","{'score': np.float64(0.16692091698393569), 'components': {'relative_performance': np.float64(0.03441263808337447), 'trend_bonus': 0.2, 'capture_ratio_score': np.float64(-0.0674917210994388)}, 'interpretation': 'In-line with S&P 500'}",-0.22015,0.0,0.22015,0.000110075,-3.86981492488854e-05,-0.0003242191721604115
2023-04-14,-0.22015,-0.22015,185.0,-0.1076756756756756,0.6377177978828124,0.315,-0.35,0.45,bearish,"The stock shows strong negative momentum and bearish trend signals over the 1-week horizon, with price below both MA50 and MA200. However, high volatility and lack of volume confirmation reduce conviction in the bearish outlook.",short,0.006305118601319346,choppy_high_vol,0.17120679151046178,"{'score': np.float64(0.12089448009957983), 'components': {'momentum_returns': np.float64(0.2632819429547006), 'macd_signal': np.float64(-0.2511939141048778), 'rsi_moderation': 0.0}, 'interpretation': 'Neutral momentum'}","{'score': np.float64(-0.12785478937338238), 'components': {'ma_structure': -1.0, 'price_structure': 0.0, 'adx_multiplier': np.float64(0.30441616517472), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=12.2)'}","{'score': 0.42000000000000004, 'components': {'obv': 0.5, 'accumulation_distribution': 0.5, 'volume_spike': 0.1, 'confirmation_bonus': 0.0}, 'interpretation': 'Neutral volume'}","{'score': np.float64(0.09128714977889353), 'components': {'sharpe': np.float64(0.054290499262978464), 'sortino': np.float64(0.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 0.6}, 'interpretation': 'Unfavorable risk profile'}","{'score': np.float64(0.18473720697297202), 'components': {'relative_performance': np.float64(0.04621486007274167), 'trend_bonus': 0.2, 'capture_ratio_score': np.float64(-0.061477653099769665)}, 'interpretation': 'In-line with S&P 500'}",-0.22015,-0.22015,0.0,0.0,0.023704799999999984,-0.1076756756756756
2023-04-21,-0.3538125,-0.3538125,165.08,-0.00466440513690336,0.6502298132432128,0.6,-0.45,0.6,bearish,"The stock exhibits strong bearish momentum with negative 1-month and 6-month returns, confirmed by a downtrend classification and price below both MA50 and MA200. Volume indicators show distribution (OBV down) and a recent gap down, though volatility is high which reduces confidence in the signal strength.",short,-0.0825365949671798,choppy_high_vol,0.19388780823851293,"{'score': np.float64(-0.19593833796033), 'components': {'momentum_returns': np.float64(-0.17318376553582512), 'macd_signal': np.float64(-0.44184445181021825), 'rsi_moderation': 0.0}, 'interpretation': 'Neutral momentum'}","{'score': np.float64(-0.25505420515867894), 'components': {'ma_structure': -1.0, 'price_structure': -0.8, 'adx_multiplier': np.float64(0.3300390853502574), 'cross_boost': 0.0}, 'interpretation': 'Moderate downtrend (weak ADX=13.2)'}","{'score': 0.2, 'components': {'obv': 0.0, 'accumulation_distribution': 0.5, 'volume_spike': 1.0, 'confirmation_bonus': -0.2}, 'interpretation': 'Weak volume or divergence'}","{'score': np.float64(0.075), 'components': {'sharpe': np.float64(0.0), 'sortino': np.float64(0.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 0.6}, 'interpretation': 'Unfavorable risk profile'}","{'score': np.float64(0.13321026435454572), 'components': {'relative_performance': np.float64(0.013718286701200594), 'trend_bonus': 0.2, 'capture_ratio_score': np.float64(-0.08050802234665488)}, 'interpretation': 'In-line with S&P 500'}",-0.3538125,-0.22015,0.13366249999999996,6.683124999999999e-05,0.00158349359250062,-0.00466440513690336
